order_id,order_date,customer_id,customer_name,customer_segment,country,city,product_id,category,product_name,quantity,unit_price,discount,payment_method,shipping_mode,order_status,rating,total_amount,profit,marketing_channel
ORD0000003913,2023-02-16 04:41:00,CUST244781,Karim Ndiaye,Small Business,Ghana,Accra,PROD01303,Sports,Training Gloves,2,371.60,0.20,Credit Card,Pickup Point,Returned,3,594.56,112.97,Marketplace
ORD0000003914,2023-02-16 04:58:00,CUST244818,Hana Toure,Home Office,Egypt,Cairo,PROD01334,Groceries,Rice Bag,6,372.57,0.10,Credit Card,Same Day,Processing,2,2011.88,301.78,Referral
ORD0000003915,2023-02-16 05:15:00,CUST244855,Elias Okafor,Corporate,Tunisia,Tunis,PROD01365,Books,Business Analytics,1,373.54,0.00,Credit Card,Express,Shipped,1,373.54,41.09,Email
ORD0000003916,2023-02-16 05:32:00,CUST244892,Leila Traore,Consumer,Morocco,Casablanca,PROD01396,Fashion,Cotton Shirt,5,374.51,0.15,Credit Card,Standard,Delivered,5,1591.67,477.50,Social Media
ORD0000003917,2023-02-16 05:49:00,CUST244929,Ilyas Ali,Small Business,Ghana,Accra,PROD01427,Health,Water Bottle,9,375.48,0.05,Credit Card,Pickup Point,Delivered,4,3210.35,834.69,Paid Search
ORD0000003918,2023-02-16 06:06:00,CUST244966,Mariam Hassan,Home Office,Egypt,Cairo,PROD01458,Furniture,Bookcase,4,376.45,0.20,Credit Card,Same Day,Delivered,3,1204.64,265.02,Organic Search
ORD0000003919,2023-02-16 06:23:00,CUST245003,Rayan Abdi,Corporate,Tunisia,Tunis,PROD01489,Office Supplies,Desk Organizer,8,377.42,0.10,Credit Card,Express,Returned,2,2717.42,489.14,Marketplace
ORD0000003920,2023-02-16 06:40:00,CUST245040,Amina Bennani,Consumer,Morocco,Casablanca,PROD01520,Electronics,Bluetooth Speaker,3,378.39,0.00,Credit Card,Standard,Processing,1,1135.17,158.92,Referral
ORD0000003921,2023-02-16 06:57:00,CUST245077,Omar Kone,Small Business,Ghana,Accra,PROD01551,Sports,Training Gloves,7,379.36,0.15,Credit Card,Pickup Point,Shipped,5,2257.19,225.72,Email
ORD0000003922,2023-02-16 07:14:00,CUST245114,Lina Khalil,Home Office,Egypt,Cairo,PROD01582,Groceries,Rice Bag,2,380.33,0.05,Credit Card,Same Day,Delivered,4,722.63,209.56,Social Media
ORD0000003923,2023-02-16 07:31:00,CUST245151,Noah Diallo,Corporate,Tunisia,Tunis,PROD01613,Books,Business Analytics,6,381.30,0.20,Credit Card,Express,Delivered,3,1830.24,457.56,Paid Search
ORD0000003924,2023-02-16 07:48:00,CUST245188,Maya Adeyemi,Consumer,Morocco,Casablanca,PROD01644,Fashion,Cotton Shirt,1,382.27,0.10,Credit Card,Standard,Delivered,2,344.04,72.25,Organic Search
ORD0000003925,2023-02-16 08:05:00,CUST245225,Adam Mansour,Small Business,Ghana,Accra,PROD01675,Health,Water Bottle,5,383.24,0.00,Credit Card,Pickup Point,Returned,1,1916.20,325.75,Marketplace
ORD0000003926,2023-02-16 08:22:00,CUST245262,Sara Mensah,Home Office,Egypt,Cairo,PROD01706,Furniture,Bookcase,9,384.21,0.15,Credit Card,Same Day,Processing,5,2939.21,382.10,Referral
ORD0000003927,2023-02-16 08:39:00,CUST245299,Youssef Ndiaye,Corporate,Tunisia,Tunis,PROD01737,Office Supplies,Desk Organizer,4,385.18,0.05,Credit Card,Express,Shipped,4,1463.68,131.73,Email
ORD0000003928,2023-02-16 08:56:00,CUST245336,Nora Toure,Consumer,Morocco,Casablanca,PROD01768,Electronics,Bluetooth Speaker,8,386.15,0.20,Credit Card,Standard,Delivered,3,2471.36,691.98,Social Media
ORD0000003929,2023-02-16 09:13:00,CUST245373,Karim Okafor,Small Business,Ghana,Accra,PROD01799,Sports,Training Gloves,3,387.12,0.10,Credit Card,Pickup Point,Delivered,2,1045.22,250.85,Paid Search
ORD0000003930,2023-02-16 09:30:00,CUST245410,Hana Traore,Home Office,Egypt,Cairo,PROD01830,Groceries,Rice Bag,7,388.09,0.00,Credit Card,Same Day,Delivered,1,2716.63,543.33,Organic Search
ORD0000003931,2023-02-16 09:47:00,CUST245447,Elias Ali,Corporate,Tunisia,Tunis,PROD01861,Books,Business Analytics,2,389.06,0.15,Credit Card,Express,Returned,5,661.40,105.82,Marketplace
ORD0000003932,2023-02-16 10:04:00,CUST245484,Leila Hassan,Consumer,Morocco,Casablanca,PROD01892,Fashion,Cotton Shirt,6,390.03,0.05,Credit Card,Standard,Processing,4,2223.17,266.78,Referral
ORD0000003933,2023-02-16 10:21:00,CUST245521,Ilyas Abdi,Small Business,Ghana,Accra,PROD01923,Health,Water Bottle,1,391.00,0.20,Credit Card,Pickup Point,Shipped,3,312.80,25.02,Email
ORD0000003934,2023-02-16 10:38:00,CUST245558,Mariam Bennani,Home Office,Egypt,Cairo,PROD01954,Furniture,Bookcase,5,391.97,0.10,Credit Card,Same Day,Delivered,2,1763.87,476.24,Social Media
ORD0000003935,2023-02-16 10:55:00,CUST245595,Rayan Kone,Corporate,Tunisia,Tunis,PROD01985,Office Supplies,Desk Organizer,9,392.94,0.00,Credit Card,Express,Delivered,1,3536.46,813.39,Paid Search
ORD0000003936,2023-02-16 11:12:00,CUST245632,Amina Khalil,Consumer,Morocco,Casablanca,PROD02016,Electronics,Bluetooth Speaker,4,393.91,0.15,Credit Card,Standard,Delivered,5,1339.29,254.47,Organic Search
ORD0000003937,2023-02-16 11:29:00,CUST245669,Omar Diallo,Small Business,Ghana,Accra,PROD02047,Sports,Training Gloves,8,394.88,0.05,Credit Card,Pickup Point,Returned,4,3001.09,450.16,Marketplace
ORD0000003938,2023-02-16 11:46:00,CUST245706,Lina Adeyemi,Home Office,Egypt,Cairo,PROD02078,Groceries,Rice Bag,3,395.85,0.20,Credit Card,Same Day,Processing,3,950.04,104.50,Referral
ORD0000003939,2023-02-16 12:03:00,CUST245743,Noah Mansour,Corporate,Tunisia,Tunis,PROD02109,Books,Business Analytics,7,396.82,0.10,Credit Card,Express,Shipped,2,2499.97,749.99,Email
ORD0000003940,2023-02-16 12:20:00,CUST245780,Maya Mensah,Consumer,Morocco,Casablanca,PROD02140,Fashion,Cotton Shirt,2,397.79,0.00,Credit Card,Standard,Delivered,1,795.58,206.85,Social Media
ORD0000003941,2023-02-16 12:37:00,CUST245817,Adam Ndiaye,Small Business,Ghana,Accra,PROD02171,Health,Water Bottle,6,398.76,0.15,Credit Card,Pickup Point,Delivered,5,2033.68,447.41,Paid Search
ORD0000003942,2023-02-16 12:54:00,CUST245854,Sara Toure,Home Office,Egypt,Cairo,PROD02202,Furniture,Bookcase,1,399.73,0.05,Credit Card,Same Day,Delivered,4,379.74,68.35,Organic Search
ORD0000003943,2023-02-16 13:11:00,CUST245891,Youssef Okafor,Corporate,Tunisia,Tunis,PROD02233,Office Supplies,Desk Organizer,5,400.70,0.20,Credit Card,Express,Returned,3,1602.80,224.39,Marketplace
ORD0000003944,2023-02-16 13:28:00,CUST245928,Nora Traore,Consumer,Morocco,Casablanca,PROD02264,Electronics,Bluetooth Speaker,9,401.67,0.10,Credit Card,Standard,Processing,2,3253.53,325.35,Referral
ORD0000003945,2023-02-16 13:45:00,CUST245965,Karim Ali,Small Business,Ghana,Accra,PROD02295,Sports,Training Gloves,4,402.64,0.00,Credit Card,Pickup Point,Shipped,1,1610.56,467.06,Email
ORD0000003946,2023-02-16 14:02:00,CUST246002,Hana Hassan,Home Office,Egypt,Cairo,PROD02326,Groceries,Rice Bag,8,403.61,0.15,Credit Card,Same Day,Delivered,5,2744.55,686.14,Social Media
ORD0000003947,2023-02-16 14:19:00,CUST246039,Elias Abdi,Corporate,Tunisia,Tunis,PROD02357,Books,Business Analytics,3,404.58,0.05,Credit Card,Express,Delivered,4,1153.05,242.14,Paid Search
ORD0000003948,2023-02-16 14:36:00,CUST246076,Leila Bennani,Consumer,Morocco,Casablanca,PROD02388,Fashion,Cotton Shirt,7,405.55,0.20,Credit Card,Standard,Delivered,3,2271.08,386.08,Organic Search
ORD0000003949,2023-02-16 14:53:00,CUST246113,Ilyas Kone,Small Business,Ghana,Accra,PROD02419,Health,Water Bottle,2,406.52,0.10,Credit Card,Pickup Point,Returned,2,731.74,95.13,Marketplace
ORD0000003950,2023-02-16 15:10:00,CUST246150,Mariam Khalil,Home Office,Egypt,Cairo,PROD02450,Furniture,Bookcase,6,407.49,0.00,Credit Card,Same Day,Processing,1,2444.94,220.04,Referral
ORD0000003951,2023-02-16 15:27:00,CUST246187,Rayan Diallo,Corporate,Tunisia,Tunis,PROD02481,Office Supplies,Desk Organizer,1,408.46,0.15,Credit Card,Express,Shipped,5,347.19,97.21,Email
ORD0000003952,2023-02-16 15:44:00,CUST246224,Amina Adeyemi,Consumer,Morocco,Casablanca,PROD02512,Electronics,Bluetooth Speaker,5,409.43,0.05,Credit Card,Standard,Delivered,4,1944.79,466.75,Social Media
ORD0000003953,2023-02-16 16:01:00,CUST246261,Omar Mansour,Small Business,Ghana,Accra,PROD02543,Sports,Training Gloves,9,410.40,0.20,Credit Card,Pickup Point,Delivered,3,2954.88,590.98,Paid Search
ORD0000003954,2023-02-16 16:18:00,CUST246298,Lina Mensah,Home Office,Egypt,Cairo,PROD02574,Groceries,Rice Bag,4,411.37,0.10,Credit Card,Same Day,Delivered,2,1480.93,236.95,Organic Search
ORD0000003955,2023-02-16 16:35:00,CUST246335,Noah Ndiaye,Corporate,Tunisia,Tunis,PROD02605,Books,Business Analytics,8,412.34,0.00,Credit Card,Express,Returned,1,3298.72,395.85,Marketplace
ORD0000003956,2023-02-16 16:52:00,CUST246372,Maya Toure,Consumer,Morocco,Casablanca,PROD02636,Fashion,Cotton Shirt,3,413.31,0.15,Credit Card,Standard,Processing,5,1053.94,84.32,Referral
ORD0000003957,2023-02-16 17:09:00,CUST246409,Adam Okafor,Small Business,Ghana,Accra,PROD02667,Health,Water Bottle,7,414.28,0.05,Credit Card,Pickup Point,Shipped,4,2754.96,743.84,Email
ORD0000003958,2023-02-16 17:26:00,CUST246446,Sara Traore,Home Office,Egypt,Cairo,PROD02698,Furniture,Bookcase,2,415.25,0.20,Credit Card,Same Day,Delivered,3,664.40,152.81,Social Media
ORD0000003959,2023-02-16 17:43:00,CUST246483,Youssef Ali,Corporate,Tunisia,Tunis,PROD02729,Office Supplies,Desk Organizer,6,416.22,0.10,Credit Card,Express,Delivered,2,2247.59,427.04,Paid Search
ORD0000003960,2023-02-16 18:00:00,CUST246520,Nora Hassan,Consumer,Morocco,Casablanca,PROD02760,Electronics,Bluetooth Speaker,1,417.19,0.00,Credit Card,Standard,Delivered,1,417.19,62.58,Organic Search
ORD0000003961,2023-02-16 18:17:00,CUST246557,Karim Abdi,Small Business,Ghana,Accra,PROD02791,Sports,Training Gloves,5,418.16,0.15,Credit Card,Pickup Point,Returned,5,1777.18,195.49,Marketplace
ORD0000003962,2023-02-16 18:34:00,CUST246594,Hana Bennani,Home Office,Egypt,Cairo,PROD02822,Groceries,Rice Bag,9,419.13,0.05,Credit Card,Same Day,Processing,4,3583.56,1075.07,Referral
ORD0000003963,2023-02-16 18:51:00,CUST246631,Elias Kone,Corporate,Tunisia,Tunis,PROD02853,Books,Business Analytics,4,420.10,0.20,Credit Card,Express,Shipped,3,1344.32,349.52,Email
ORD0000003964,2023-02-16 19:08:00,CUST246668,Leila Khalil,Consumer,Morocco,Casablanca,PROD02884,Fashion,Cotton Shirt,8,421.07,0.10,Credit Card,Standard,Delivered,2,3031.70,666.97,Social Media
ORD0000003965,2023-02-16 19:25:00,CUST246705,Ilyas Diallo,Small Business,Ghana,Accra,PROD02915,Health,Water Bottle,3,422.04,0.00,Credit Card,Pickup Point,Delivered,1,1266.12,227.90,Paid Search
ORD0000003966,2023-02-16 19:42:00,CUST246742,Mariam Adeyemi,Home Office,Egypt,Cairo,PROD02946,Furniture,Bookcase,7,423.01,0.15,Credit Card,Same Day,Delivered,5,2516.91,352.37,Organic Search
ORD0000003967,2023-02-16 19:59:00,CUST246779,Rayan Mansour,Corporate,Tunisia,Tunis,PROD02977,Office Supplies,Desk Organizer,2,423.98,0.05,Credit Card,Express,Returned,4,805.56,80.56,Marketplace
ORD0000003968,2023-02-16 20:16:00,CUST246816,Amina Mensah,Consumer,Morocco,Casablanca,PROD03008,Electronics,Bluetooth Speaker,6,424.95,0.20,Credit Card,Standard,Processing,3,2039.76,591.53,Referral
ORD0000003969,2023-02-16 20:33:00,CUST246853,Omar Ndiaye,Small Business,Ghana,Accra,PROD03039,Sports,Training Gloves,1,425.92,0.10,Credit Card,Pickup Point,Shipped,2,383.33,95.83,Email
ORD0000003970,2023-02-16 20:50:00,CUST246890,Lina Toure,Home Office,Egypt,Cairo,PROD03070,Groceries,Rice Bag,5,426.89,0.00,Credit Card,Same Day,Delivered,1,2134.45,448.23,Social Media
ORD0000003971,2023-02-16 21:07:00,CUST246927,Noah Okafor,Corporate,Tunisia,Tunis,PROD03101,Books,Business Analytics,9,427.86,0.15,Credit Card,Express,Delivered,5,3273.13,556.43,Paid Search
ORD0000003972,2023-02-16 21:24:00,CUST246964,Maya Traore,Consumer,Morocco,Casablanca,PROD03132,Fashion,Cotton Shirt,4,428.83,0.05,Credit Card,Standard,Delivered,4,1629.55,211.84,Organic Search
ORD0000003973,2023-02-16 21:41:00,CUST247001,Adam Ali,Small Business,Ghana,Accra,PROD03163,Health,Water Bottle,8,429.80,0.20,Credit Card,Pickup Point,Returned,3,2750.72,247.56,Marketplace
ORD0000003974,2023-02-16 21:58:00,CUST247038,Sara Hassan,Home Office,Egypt,Cairo,PROD03194,Furniture,Bookcase,3,430.77,0.10,Credit Card,Same Day,Processing,2,1163.08,325.66,Referral
ORD0000003975,2023-02-16 22:15:00,CUST247075,Youssef Abdi,Corporate,Tunisia,Tunis,PROD03225,Office Supplies,Desk Organizer,7,431.74,0.00,Credit Card,Express,Shipped,1,3022.18,725.32,Email
ORD0000003976,2023-02-16 22:32:00,CUST247112,Nora Bennani,Consumer,Morocco,Casablanca,PROD03256,Electronics,Bluetooth Speaker,2,432.71,0.15,Credit Card,Standard,Delivered,5,735.61,147.12,Social Media
ORD0000003977,2023-02-16 22:49:00,CUST247149,Karim Kone,Small Business,Ghana,Accra,PROD03287,Sports,Training Gloves,6,433.68,0.05,Credit Card,Pickup Point,Delivered,4,2471.98,395.52,Paid Search
ORD0000003978,2023-02-16 23:06:00,CUST247186,Hana Khalil,Home Office,Egypt,Cairo,PROD03318,Groceries,Rice Bag,1,434.65,0.20,Credit Card,Same Day,Delivered,3,347.72,41.73,Organic Search
ORD0000003979,2023-02-16 23:23:00,CUST247223,Elias Diallo,Corporate,Tunisia,Tunis,PROD03349,Books,Business Analytics,5,435.62,0.10,Credit Card,Express,Returned,2,1960.29,156.82,Marketplace
ORD0000003980,2023-02-16 23:40:00,CUST247260,Leila Adeyemi,Consumer,Morocco,Casablanca,PROD03380,Fashion,Cotton Shirt,9,436.59,0.00,Credit Card,Standard,Processing,1,3929.31,1060.91,Referral
ORD0000003981,2023-02-16 23:57:00,CUST247297,Ilyas Mansour,Small Business,Ghana,Accra,PROD03411,Health,Water Bottle,4,437.56,0.15,Credit Card,Pickup Point,Shipped,5,1487.70,342.17,Email
ORD0000003982,2023-02-17 00:14:00,CUST247334,Mariam Mensah,Home Office,Egypt,Cairo,PROD03442,Furniture,Bookcase,8,438.53,0.05,Credit Card,Same Day,Delivered,4,3332.83,633.24,Social Media
ORD0000003983,2023-02-17 00:31:00,CUST247371,Rayan Ndiaye,Corporate,Tunisia,Tunis,PROD03473,Office Supplies,Desk Organizer,3,439.50,0.20,Credit Card,Express,Delivered,3,1054.80,158.22,Paid Search
ORD0000003984,2023-02-17 00:48:00,CUST247408,Amina Toure,Consumer,Morocco,Casablanca,PROD03504,Electronics,Bluetooth Speaker,7,440.47,0.10,Credit Card,Standard,Delivered,2,2774.96,305.25,Organic Search
ORD0000003985,2023-02-17 01:05:00,CUST247445,Omar Okafor,Small Business,Ghana,Accra,PROD03535,Sports,Training Gloves,2,441.44,0.00,Credit Card,Pickup Point,Returned,1,882.88,264.86,Marketplace
ORD0000003986,2023-02-17 01:22:00,CUST247482,Lina Traore,Home Office,Egypt,Cairo,PROD03566,Groceries,Rice Bag,6,442.41,0.15,Credit Card,Same Day,Processing,5,2256.29,586.64,Referral
ORD0000003987,2023-02-17 01:39:00,CUST247519,Noah Ali,Corporate,Tunisia,Tunis,PROD03597,Books,Business Analytics,1,443.38,0.05,Credit Card,Express,Shipped,4,421.21,92.67,Email
ORD0000003988,2023-02-17 01:56:00,CUST247556,Maya Hassan,Consumer,Morocco,Casablanca,PROD03628,Fashion,Cotton Shirt,5,444.35,0.20,Credit Card,Standard,Delivered,3,1777.40,319.93,Social Media
ORD0000003989,2023-02-17 02:13:00,CUST247593,Adam Abdi,Small Business,Ghana,Accra,PROD03659,Health,Water Bottle,9,445.32,0.10,Credit Card,Pickup Point,Delivered,2,3607.09,504.99,Paid Search
ORD0000003990,2023-02-17 02:30:00,CUST247630,Sara Bennani,Home Office,Egypt,Cairo,PROD03690,Furniture,Bookcase,4,446.29,0.00,Credit Card,Same Day,Delivered,1,1785.16,178.52,Organic Search
ORD0000003991,2023-02-17 02:47:00,CUST247667,Youssef Kone,Corporate,Tunisia,Tunis,PROD03721,Office Supplies,Desk Organizer,8,447.26,0.15,Credit Card,Express,Returned,5,3041.37,882.00,Marketplace
ORD0000003992,2023-02-17 03:04:00,CUST247704,Nora Khalil,Consumer,Morocco,Casablanca,PROD03752,Electronics,Bluetooth Speaker,3,448.23,0.05,Credit Card,Standard,Processing,4,1277.46,319.37,Referral
ORD0000003993,2023-02-17 03:21:00,CUST247741,Karim Diallo,Small Business,Ghana,Accra,PROD03783,Sports,Training Gloves,7,449.20,0.20,Credit Card,Pickup Point,Shipped,3,2515.52,528.26,Email
ORD0000003994,2023-02-17 03:38:00,CUST247778,Hana Adeyemi,Home Office,Egypt,Cairo,PROD03814,Groceries,Rice Bag,2,450.17,0.10,Credit Card,Same Day,Delivered,2,810.31,137.75,Social Media
ORD0000003995,2023-02-17 03:55:00,CUST247815,Elias Mansour,Corporate,Tunisia,Tunis,PROD03845,Books,Business Analytics,6,451.14,0.00,Credit Card,Express,Delivered,1,2706.84,351.89,Paid Search
ORD0000003996,2023-02-17 04:12:00,CUST247852,Leila Mensah,Consumer,Morocco,Casablanca,PROD03876,Fashion,Cotton Shirt,1,452.11,0.15,Credit Card,Standard,Delivered,5,384.29,34.59,Organic Search
ORD0000003997,2023-02-17 04:29:00,CUST247889,Ilyas Ndiaye,Small Business,Ghana,Accra,PROD03907,Health,Water Bottle,5,453.08,0.05,Credit Card,Pickup Point,Returned,4,2152.13,602.60,Marketplace
ORD0000003998,2023-02-17 04:46:00,CUST247926,Mariam Toure,Home Office,Egypt,Cairo,PROD03938,Furniture,Bookcase,9,454.05,0.20,Credit Card,Same Day,Processing,3,3269.16,784.60,Referral
ORD0000003999,2023-02-17 05:03:00,CUST247963,Rayan Okafor,Corporate,Tunisia,Tunis,PROD03969,Office Supplies,Desk Organizer,4,455.02,0.10,Credit Card,Express,Shipped,2,1638.07,327.61,Email
ORD0000004000,2023-02-17 05:20:00,CUST248000,Amina Traore,Consumer,Morocco,Casablanca,PROD04000,Electronics,Bluetooth Speaker,8,455.99,0.00,Credit Card,Standard,Delivered,1,3647.92,583.67,Social Media
ORD0000004001,2023-02-17 05:37:00,CUST248037,Omar Ali,Small Business,Ghana,Accra,PROD04031,Sports,Training Gloves,3,456.96,0.15,Credit Card,Pickup Point,Delivered,5,1165.25,139.83,Paid Search
ORD0000004002,2023-02-17 05:54:00,CUST248074,Lina Hassan,Home Office,Egypt,Cairo,PROD04062,Groceries,Rice Bag,7,457.93,0.05,Credit Card,Same Day,Delivered,4,3045.23,243.62,Organic Search
ORD0000004003,2023-02-17 06:11:00,CUST248111,Noah Abdi,Corporate,Tunisia,Tunis,PROD04093,Books,Business Analytics,2,458.90,0.20,Credit Card,Express,Returned,3,734.24,198.24,Marketplace
ORD0000004004,2023-02-17 06:28:00,CUST248148,Maya Bennani,Consumer,Morocco,Casablanca,PROD04124,Fashion,Cotton Shirt,6,459.87,0.10,Credit Card,Standard,Processing,2,2483.30,571.16,Referral
ORD0000004005,2023-02-17 06:45:00,CUST248185,Adam Kone,Small Business,Ghana,Accra,PROD04155,Health,Water Bottle,1,460.84,0.00,Credit Card,Pickup Point,Shipped,1,460.84,87.56,Email
ORD0000004006,2023-02-17 07:02:00,CUST248222,Sara Khalil,Home Office,Egypt,Cairo,PROD04186,Furniture,Bookcase,5,461.81,0.15,Credit Card,Same Day,Delivered,5,1962.69,294.40,Social Media
ORD0000004007,2023-02-17 07:19:00,CUST248259,Youssef Diallo,Corporate,Tunisia,Tunis,PROD04217,Office Supplies,Desk Organizer,9,462.78,0.05,Credit Card,Express,Delivered,4,3956.77,435.24,Paid Search
ORD0000004008,2023-02-17 07:36:00,CUST248296,Nora Adeyemi,Consumer,Morocco,Casablanca,PROD04248,Electronics,Bluetooth Speaker,4,463.75,0.20,Credit Card,Standard,Delivered,3,1484.00,445.20,Organic Search
ORD0000004009,2023-02-17 07:53:00,CUST248333,Karim Mansour,Small Business,Ghana,Accra,PROD04279,Sports,Training Gloves,8,464.72,0.10,Credit Card,Pickup Point,Returned,2,3345.98,869.95,Marketplace
ORD0000004010,2023-02-17 08:10:00,CUST248370,Hana Mensah,Home Office,Egypt,Cairo,PROD04310,Groceries,Rice Bag,3,465.69,0.00,Credit Card,Same Day,Processing,1,1397.07,307.36,Referral
ORD0000004011,2023-02-17 08:27:00,CUST248407,Elias Ndiaye,Corporate,Tunisia,Tunis,PROD04341,Books,Business Analytics,7,466.66,0.15,Credit Card,Express,Shipped,5,2776.63,499.79,Email
ORD0000004012,2023-02-17 08:44:00,CUST248444,Leila Toure,Consumer,Morocco,Casablanca,PROD04372,Fashion,Cotton Shirt,2,467.63,0.05,Credit Card,Standard,Delivered,4,888.50,124.39,Social Media
ORD0000004013,2023-02-17 09:01:00,CUST248481,Ilyas Okafor,Small Business,Ghana,Accra,PROD04403,Health,Water Bottle,6,468.60,0.20,Credit Card,Pickup Point,Delivered,3,2249.28,224.93,Paid Search
ORD0000004014,2023-02-17 09:18:00,CUST248518,Mariam Traore,Home Office,Egypt,Cairo,PROD04434,Furniture,Bookcase,1,469.57,0.10,Credit Card,Same Day,Delivered,2,422.61,122.56,Organic Search
ORD0000004015,2023-02-17 09:35:00,CUST248555,Rayan Ali,Corporate,Tunisia,Tunis,PROD04465,Office Supplies,Desk Organizer,5,470.54,0.00,Credit Card,Express,Returned,1,2352.70,588.17,Marketplace
ORD0000004016,2023-02-17 09:52:00,CUST248592,Amina Hassan,Consumer,Morocco,Casablanca,PROD04496,Electronics,Bluetooth Speaker,9,471.51,0.15,Credit Card,Standard,Processing,5,3607.05,757.48,Referral
ORD0000004017,2023-02-17 10:09:00,CUST248629,Omar Abdi,Small Business,Ghana,Accra,PROD04527,Sports,Training Gloves,4,472.48,0.05,Credit Card,Pickup Point,Shipped,4,1795.42,305.22,Email
ORD0000004018,2023-02-17 10:26:00,CUST248666,Lina Bennani,Home Office,Egypt,Cairo,PROD04558,Groceries,Rice Bag,8,473.45,0.20,Credit Card,Same Day,Delivered,3,3030.08,393.91,Social Media
ORD0000004019,2023-02-17 10:43:00,CUST248703,Noah Kone,Corporate,Tunisia,Tunis,PROD04589,Books,Business Analytics,3,474.42,0.10,Credit Card,Express,Delivered,2,1280.93,115.28,Paid Search
ORD0000004020,2023-02-17 11:00:00,CUST248740,Maya Khalil,Consumer,Morocco,Casablanca,PROD04620,Fashion,Cotton Shirt,7,475.39,0.00,Credit Card,Standard,Delivered,1,3327.73,931.76,Organic Search
ORD0000004021,2023-02-17 11:17:00,CUST248777,Adam Diallo,Small Business,Ghana,Accra,PROD04651,Health,Water Bottle,2,476.36,0.15,Credit Card,Pickup Point,Returned,5,809.81,194.35,Marketplace
ORD0000004022,2023-02-17 11:34:00,CUST248814,Sara Adeyemi,Home Office,Egypt,Cairo,PROD04682,Furniture,Bookcase,6,477.33,0.05,Credit Card,Same Day,Processing,4,2720.78,544.16,Referral
ORD0000004023,2023-02-17 11:51:00,CUST248851,Youssef Mansour,Corporate,Tunisia,Tunis,PROD04713,Office Supplies,Desk Organizer,1,478.30,0.20,Credit Card,Express,Shipped,3,382.64,61.22,Email
ORD0000004024,2023-02-17 12:08:00,CUST248888,Nora Mensah,Consumer,Morocco,Casablanca,PROD04744,Electronics,Bluetooth Speaker,5,479.27,0.10,Credit Card,Standard,Delivered,2,2156.72,258.81,Social Media
ORD0000004025,2023-02-17 12:25:00,CUST248925,Karim Ndiaye,Small Business,Ghana,Accra,PROD04775,Sports,Training Gloves,9,480.24,0.00,Credit Card,Pickup Point,Delivered,1,4322.16,345.77,Paid Search
ORD0000004026,2023-02-17 12:42:00,CUST248962,Hana Toure,Home Office,Egypt,Cairo,PROD04806,Groceries,Rice Bag,4,481.21,0.15,Credit Card,Same Day,Delivered,5,1636.11,441.75,Organic Search
ORD0000004027,2023-02-17 12:59:00,CUST248999,Elias Okafor,Corporate,Tunisia,Tunis,PROD04837,Books,Business Analytics,8,482.18,0.05,Credit Card,Express,Returned,4,3664.57,842.85,Marketplace
ORD0000004028,2023-02-17 13:16:00,CUST249036,Leila Traore,Consumer,Morocco,Casablanca,PROD04868,Fashion,Cotton Shirt,3,483.15,0.20,Credit Card,Standard,Processing,3,1159.56,220.32,Referral
ORD0000004029,2023-02-17 13:33:00,CUST249073,Ilyas Ali,Small Business,Ghana,Accra,PROD04899,Health,Water Bottle,7,484.12,0.10,Credit Card,Pickup Point,Shipped,2,3049.96,457.49,Email
ORD0000004030,2023-02-17 13:50:00,CUST249110,Mariam Hassan,Home Office,Egypt,Cairo,PROD04930,Furniture,Bookcase,2,485.09,0.00,Credit Card,Same Day,Delivered,1,970.18,106.72,Social Media
ORD0000004031,2023-02-17 14:07:00,CUST249147,Rayan Abdi,Corporate,Tunisia,Tunis,PROD04961,Office Supplies,Desk Organizer,6,486.06,0.15,Credit Card,Express,Delivered,5,2478.91,743.67,Paid Search
ORD0000004032,2023-02-17 14:24:00,CUST249184,Amina Bennani,Consumer,Morocco,Casablanca,PROD04992,Electronics,Bluetooth Speaker,1,487.03,0.05,Credit Card,Standard,Delivered,4,462.68,120.30,Organic Search
ORD0000004033,2023-02-17 14:41:00,CUST249221,Omar Kone,Small Business,Ghana,Accra,PROD05023,Sports,Training Gloves,5,488.00,0.20,Credit Card,Pickup Point,Returned,3,1952.00,429.44,Marketplace
ORD0000004034,2023-02-17 14:58:00,CUST249258,Lina Khalil,Home Office,Egypt,Cairo,PROD05054,Groceries,Rice Bag,9,488.97,0.10,Credit Card,Same Day,Processing,2,3960.66,712.92,Referral
ORD0000004035,2023-02-17 15:15:00,CUST249295,Noah Diallo,Corporate,Tunisia,Tunis,PROD05085,Books,Business Analytics,4,489.94,0.00,Credit Card,Express,Shipped,1,1959.76,274.37,Email
ORD0000004036,2023-02-17 15:32:00,CUST249332,Maya Adeyemi,Consumer,Morocco,Casablanca,PROD05116,Fashion,Cotton Shirt,8,490.91,0.15,Credit Card,Standard,Delivered,5,3338.19,333.82,Social Media
ORD0000004037,2023-02-17 15:49:00,CUST249369,Adam Mansour,Small Business,Ghana,Accra,PROD05147,Health,Water Bottle,3,491.88,0.05,Credit Card,Pickup Point,Delivered,4,1401.86,406.54,Paid Search
ORD0000004038,2023-02-17 16:06:00,CUST249406,Sara Mensah,Home Office,Egypt,Cairo,PROD05178,Furniture,Bookcase,7,492.85,0.20,Credit Card,Same Day,Delivered,3,2759.96,689.99,Organic Search
